id,title,overview,genres,tags,poster_path,release_date
10674,뮬란,"파씨 가문의 말썽꾸러기 외동딸 뮬란은 선머슴 같은 성격에 강한 자아를 가지고 있어, 가문의 명예를 걸고 중매쟁이를 만나러 가서도 거듭되는 실수로 퇴짜를 맞게 된다. 뮬란은 나름대로는 부모님과 가문의 자랑이 되려고 노력하지만 그것이 그녀에게는 쉬운 일은 아니다. 한편, 훈족이 국경을 침략하자 황제는 가문에 한 사람씩 전쟁터로 나가라는 징집 명령을 내린다. 파씨 가문 역시 징집 명령을 받게 되고, 충성심이 강한 아버지는 전쟁에 나갈 준비를 한다. 그러나 뮬란은 지병이 있는 아버지가 전쟁에 나가도록 할 순 없다고 결심하고, 마침내 아버지 대신 갑옷을 입고 전쟁터로 향하게 된다.",애니메이션 가족 모험,princess daughter china homeland villain musical sexism,https://image.tmdb.org/t/p/w500/zlh3FTTu0Q6aEhUKrTByfBuS7iW.jpg,1998
37135,타잔,"배가 난파되고 젊은 부부와 어린 아기는 야수들이 들끓는 정글에 가까스로 도착한다. 얼마 뒤 표범에게 새끼 고릴라를 잃은 칼라가 밀림 속에 버려진 아기를 발견한다. 아기의 부모는 이미 표범에게 잡아 먹힌 뒤. 아기를 살려낸 칼라는 고릴라의 지도자 커착에게 아기를 데려가고, 밀림의 동물을 흉내내며 타잔은 청년으로 성장한다. 이 무렵, 정글에 총성이 울려 퍼진다. 총성의 진원지를 찾아간 타잔은 태어나서 처음으로 인간을 만나게 된다. 고릴라를 연구하기 위하여 온 포터 교수, 그의 딸 제인, 안내자로 동행한 클레이튼을 만난 타잔은 또 다른 세계가 존재한다는 것을 깨우치게 된다.",애니메이션 가족 모험,baby africa gorilla adoption cartoon villain feral child,https://image.tmdb.org/t/p/w500/4pD0KkfKtWFluKMA7NInFfqRzFK.jpg,1999
49948,환타지아 2000,"1940년 작 환타지아의 후속편으로, 월트 디즈니가 생전에 계획했던 작품으로 알려져 있다. 월트 디즈니는 클래식 음악과 애니메이션을 결합한 환타지아를 제작하면서 매년 다른 시퀀스를 추가해 새로 개봉한다는 계획을 세웠지만, 개봉 당시 흥행의 실패로 계획을 수정한 것으로 알려져 있다. 그 후 조카 로이 에드워드 디즈니에 의하여 60년 만에 이 작품이 완성되었다. 8개의 단편으로 이루어져 있는 이 작품은 1940년 작에 포함되었던 마법사의 제자를 디지털로 복원해 삽입했으며 7개의 단편은 새롭게 창작했다. 모든 시퀀스는 대사 없이 클래식 음악으로만 진행된다.",애니메이션 가족 음악,magic classical music orchestra musical live action and animation magician mickey mouse,https://image.tmdb.org/t/p/w500/94Rf61RnozmTmCu8ArHUDrAK7ka.jpg,2000
11688,쿠스코? 쿠스코!,"먼 옛날, 중남미의 어느 나라에 쿠스코란 이름의 황제가 있었다. 세상을 쥐었다 놨다하는 권력을 가진 그는 뭐든 자기 기분대로 안되면 상대가 누구든 박살을 내버리는 괴팍한 황제다. 마을에 있는 언덕의 따뜻한 양지에 여름 별장을 짓고 싶은 쿠스코는 마을 대표이자 마음씨 착한 농부 파차를 소환한다. 한편 황제의 권력을 노리는 마법사 이즈마는 시종인 크롱크를 시켜서 황제를 독살시키려는 계획을 세운다. 파차가 황제를 만나고 돌아간 뒤, 크롱크는 쿠스코에게 독약을 먹인다. 그런데 아뿔사, 목숨이 끝장나야 되는 황제가 라마로 변한 게 아닌가!  당황한 이즈마는 크롱크에게 라마 황제를 끌고 나가서 죽이라고 명령한다. 그러나 천방지축 실수만 연발하는 크롱크는 자루에 넣은 라마 황제를 시장 바닥에서 잃어버리고 만다. 자신의 마을이 황제의 별장으로 변해버릴 것을 걱정하며 집으로 돌아온 파차는 마차에서 꿈틀거리며 살려 달라고 “말하는” 라마를 발견하곤 경악한다. 라마 황제를 확인 사살까지는 하지 못하고 돌아왔다는 크롱크의 설명를 듣고 이즈마는 화가 머리 끝까지 치민다.  자신이 왜 라마가 됐는지 모르는 쿠스코 황제, 어떤 수를 써서든 언덕 마을에 별장을 짓지 못하도록 막고 싶은 파차, 살려 뒀다간 어떤 화가 닥칠지 모른다는 두려움 때문에 다급해진 이즈마, 자신이 선과 악의 어느 쪽에 속하는 지 도무지 갈피를 못 잡는 크롱크... 이들 네 사람 아니, 세 인간과 한 마리 동물 사이에 목숨과 명예를 건, 쫓고 쫓기는 추격전이 시작되는데...! 과연 라마가 된 황제는 다시 인간 황제가 될 수 있을 것인지...",모험 애니메이션 코미디 가족 판타지,central and south america emperor cartoon incan empire kids lighthearted animation,https://image.tmdb.org/t/p/w500/2eDgsCJlSuyZ0BQoAR4ISiGjKEi.jpg,2000
10567,다이너소어,기원전 6500만년 백악기 시대에 카르노타우르스가 이구아노돈(금룡)의 서식지를 습격하여 부화 직전인 이구아노돈 알이 전부 짓밟힌다. 그 알들 중 하나가 우여곡절 끝에 여우원숭이들이 사는 아득히 먼 섬에 떨어진 뒤 알에서 부화하여 알라다라는 이름을 얻어 행복하게 산다. 어느날 거대한 유성이 지구와 충돌하여 섬은 파괴되지만 알라다는 간신히 살아남는다. 그리고 피난 중에 다이너소어 무리와 만나 합류하게 된 알라다는 거기서 니라를 만나 사랑에 빠진다. 카르노타우르스의 공격과 식량이 바닥난 상황에서 다이너소어 무리는 알라다를 중심으로 분열을 극복과 갈등을 극복하고 사랑과 협동으로 위기를 헤쳐나간다.,모험 애니메이션 드라마 가족,cataclysm asteroid villain comet migration prehistory prehistoric creature,https://image.tmdb.org/t/p/w500/8du8bRy6SWGtK4FHgZiUClUJHWT.jpg,2000
10865,아틀란티스: 잃어버린 제국,젊은 지도 제작자 마일로는 전설의 섬 아틀란티스에 가보는 것이 꿈이다. 바닷속 어딘가에 아틀란티스가 실재한다고 말할 때마다 바보 취급을 받던 마일로에게 한 괴짜 갑부가 아틀란티스를 찾는 중요한 단서인 고대 문서를 전해준다. 갑부의 후원으로 탐험대를 꾸린 마일로는 요란한 모험 끝에 신비의 땅 아틀란티스를 발견한다.,애니메이션 가족 모험 SF,sea submarine mediterranean atlantis expedition museum cartoon,https://image.tmdb.org/t/p/w500/5EZbxAiFyGnchyy8RnBd5gri2Fs.jpg,2001
9016,보물성,솔라 보드를 타고 전속력으로 허공을 질주하는 것만이 숨막히는 일상의 유일한 탈출구였던 외로운 반항아 짐 호킨스. 우연히 전설로만 전해오는 보물성 지도를 얻게된 그는 주저 없이 보물을 찾아 광활한 우주로 떠난다.  하지만 그의 앞에는 상상도 할 수 없는 엄청난 위험과 음모가 도사리고 있다. 짐 호킨스의 모험 가득한 스페이스 오디세이는 과연 어떻게 전개될 것인가.,SF 모험 애니메이션 가족 판타지,mutiny space marine based on novel or book cyborg map pirate gang treasure hunt,https://image.tmdb.org/t/p/w500/cLEoB6RXkv6d61iVP4q5aLUYuyx.jpg,2002
13700,카우 삼총사,"친절하고 다정한 펄의 아름다운 천국 농장에선 모든 가축들이 한 가족처럼 단란하고 행복하게 살아간다. 가끔 심술궂은 염소 젭이 빈 깡통을 차지하려고 욕심을 부려 새끼 돼지들과 언성을 높이는 일이 있지만 그것만 빼곤 모든 게 평화롭기 그지 없다. 농장 가축들을 인솔하는 나이 든 젖소 캘러웨이는 멋진 밀집모자를 쓴 고상하고 품위 있는 영국 소. 그리고 그녀의 후계자 격인 젊은 소 그레이스는 순진하고 낙천적인 성격으로 평화와 자연주의에 심취해 있으며 그밖에 돼지, 닭, 오리 식구들이 어우러져 살아가고 있다.  그런데 어느날 천국 농장의 평화를 깨뜨리는 두 가지 사건이 발생한다. 하나는 가축 품평회에서 연속 3회 우승을 차지한 경력이 있는 거대한 몸집의 젖소 매기의 등장이고, 또 하나는 못 말리는 말 벅의 주인인 브라운 보안관이 은행 압류 예고장을 가지고 농장을 찾아온 것. 750달러를 3일 안에 갚지 않으면 농장이 경매에 넘어가게 된다는 것을 알게 된 가축들이 슬픔에 잠겨있을 때, 매기가 불쑥 가축 품평회에 나가서 우승을 하면 상금을 받을 수 있다고 제안하고, 세 마리 젖소는 벅에게 품평회까지만 시간을 더 달라고 부탁하기 위해 마을로 향한다. 캘러웨이는 갑자기 나타나 설쳐대는 매기가 영 못 마땅한 데다가 펄의 곁을 떠나는 것도 내키지 않았지만 결국에는 둘과 함께 농장을 떠난다.  그렇게 해서 마을에 가게 된 매기와 캘러웨이, 그리고 그레이스는 앨러미다 슬림이라는 악랄한 소도둑에게 현상금 750달러가 걸렸다는 것을 알게 되자 현상금을 받아 농장을 살려야겠다고 결심한다. 한편 벅은 이들의 고민 따윈 안중에도 없고 그가 영웅으로 생각하는 현상금 사냥꾼 리코의 말이 되고 싶은 생각뿐이다. 그리고 마침내 리코가 벅의 등에 안정을 얹자, 벅은 꿈과 야망을 안고 서부로 떠나게 된다.",애니메이션 가족,farm villain outlaw animals psychotic dairy cow talking animal,https://image.tmdb.org/t/p/w500/mR7ovfsOYX65xJEwfYBfoFqgmQU.jpg,2004
9982,치킨 리틀,"갑자기 하늘에서 떨어진 무언가에 의해 머리를 강타당한 치킨 리틀은 하늘이 무너지고 있다고 확신하고, 고향 마을인 오우키 오크를 대혼란으로 몰고간다. 허나 그의 머리 위로 떨어진 것은 다름 아닌 도토리... 이로 인해 1년간 모든 이들의 놀림감이 된 치킨 리틀은 자신의 명예를 회복하기 위해 결심을 하지만, 마음먹기가 무섭게 또다시 치킨 리틀의 머리 위로 무언가가 떨어지는데... 이번에는 진짜 하늘이 무너져 내리고 있는 것일까?! 마른 하늘에 구멍이 뚫린 절대절명의 위기 속에서 세상을 구하기 위해 모험을 떠나는 치킨 리틀과 그의 절친한 친구인 런트, 애비 말라드, 피쉬의 깜짝 놀랄 이야기...",애니메이션 가족 코미디,fish small town space marine superhero chicken cartoon alien,https://image.tmdb.org/t/p/w500/yIdL6t5buYFIhQeZAo7nAMs0qdd.jpg,2005
1267,로빈슨 가족,"별난 세상, 별난 가족들! 디즈니만이 상상할 수 있는 미래로 초대합니다. 슈퍼맨, 스파이더 맨, 헐크, 인크레더블 가족 등 살면서 별의별 희한한 사람들은 이미 다 봤다구요? 과연 그럴까요? 여기 이 가족을 만나보기전엔 확신하지 마십시오. 우리의 얕은 상식에 거침없이 하이킥을 날리는 희한한(?)가족이 옵니다.  로빈슨 가족을 소개하기 전에 그들과 함께 사는 몇몇 캐릭터들을 먼저 소개합니다. 머리는 크고 팔은 너무 짧아서 사냥을 못하는 티라노 사우르스가 있을까요? 갱단을 조직하고, 스윙밴드의 오케스트라 리더인 개구리는? 콘택트렌즈는 보험처리가 안되서 안경을 끼는 애완견은? 집사일을 보는 외눈박이 문어는? 자기 주인의 적들만 무는 충성스런(?) 불개미는? 상상이 안되신다구요? 이런 캐릭터들을 데리고 사는게 바로 로빈슨 가족입니다. 로빈슨가족 캐릭터를 소개하면 더 상상이 안되실테니 그들은 극장에서 직접 만나보시길 권해드립니다.  기대하셔도 자신있습니다. 천재발명가 루이스 그리고 미래소년 윌버 로빈슨과 함께 무엇이든 가능한 미래세상으로 모험을 떠나보시죠~ 모든 사람에겐 꿈이 있습니다. 당신은 그곳에서 무엇을 찾고 싶으십니까? 윌리엄 조이스의 원작 소설를 각색한 작품. 대니 엘프먼의 아름다운 음악은 보~너스로 챙기세요!",애니메이션 코미디 가족 SF 모험,future friendship flying car saving the world based on novel or book tyrannosaurus rex adoption,https://image.tmdb.org/t/p/w500/y6If6f82YItEBz0pMrRr9oayfIz.jpg,2007
13053,볼트,"슈퍼독 볼트는 온갖 모험과 위험으로 가득 찬 흥미 진진한 하루 하루를 보낸다. 단, 그가 카메라 앞에 있는 순간까지만! 최고의 TV스타 볼트가 어느 날 우연히 헐리우드 촬영장을 떠나 머나먼 뉴욕까지 오게 되면서 견생 최대의 도전이 시작된다. 그의 주인이자 연기 파트너인 페니에게 돌아가려면, 미국 대륙을 가로질러야만 하니까!",애니메이션 가족 모험 코미디,hamster human animal relationship talking dog animals cat vs dog aftercreditsstinger duringcreditsstinger,https://image.tmdb.org/t/p/w500/xMs4BXEj1nCGPtrq5MrYcgbXfDB.jpg,2008
10198,공주와 개구리,"1930년대 미국 뉴올리언스. 티아나(애니카 노니 로즈)는 밤낮없이 아르바이트를 뛰며 돈을 모은다. 일찍 돌아가신 아빠(테렌스 하워드)의 꿈이었으며 이제는 그녀 본인의 목표가 된 뉴올리언스 최고의 레스토랑을 열기 전까지, 그녀에겐 연애할 시간도 없다. 그러다가 우연히 사악한 부두마법사 파실리에(키스 데이비드)에게 휘말려 개구리로 변해버린 나빈 왕자(브루노 캠포스)를 마주친다. 키스 한번이면 개구리가 왕자로 변한다는 공식을 믿고 티아나는 나빈에게 키스하지만 오히려 티아나까지 개구리로 변해버리는데...",애니메이션 로맨스 판타지 가족,"princess voodoo new orleans, louisiana restaurant villain kiss musical",https://image.tmdb.org/t/p/w500/rlDgcM2cLbnNCmUJRGByuyCl0yt.jpg,2009
38757,라푼젤,"장장 18년을 탑 안에서만 지낸 끈기 만점의 소녀 라푼젤. 어느 날 자신의 탑에 침입한 왕국 최고의 대도를 한 방에 때려잡고, 그를 협박해 꿈에도 그리던 집 밖으로의 모험을 단행한다. 과잉보호 모친의 영향으로 세상을 험난한 곳으로만 상상하던 라푼젤 앞에 왕실 경비마 맥시머스의 추격, 라이더에게 복수의 칼날을 가는 스태빙턴 형제의 위협, 라푼젤의 가짜 엄마 고델의 무서운 음모 등이 얽혀 점점 흥미진진한 사건들이 터지기 시작한다. 그러나 세상물정 모르는 라푼젤은 자신 앞에 펼쳐진 스릴 넘치는 세상을 맘껏 즐기는데...",애니메이션 가족 모험,princess magic hostage fairy tale horse villain musical,https://image.tmdb.org/t/p/w500/sT1vLH38iaezVgoFqmaiihbnTUy.jpg,2010
51162,곰돌이 푸,"크리스토퍼 로빈의 아주 친한 친구 곰돌이 푸. 푸는 100평짜리 숲에 살면서 매일 아침 자신이 가장 좋아하는 꿀을 찾아 하루 하루를 분주하게 보낸다. 어느 날 배가 고파진 푸는 평소처럼 꿀 상상에 빠지며 당나귀 친구 이요르에게 찾아가지만, 이요르의 꼬리가 없어졌다는 사실을 알게 된다. 숲 속에서 가장 똑똑한 친구 올빼미 아울에게 찾아간 푸우. 아울은 이요르에게 꼬리 대신 알맞은 물건을 찾아주자고 제안한다. 한편 크리스토퍼 로빈의 쪽지를 잘못 이해한 곰돌이 푸와 친구들은 미스테리한 백순에 의해 잡혀간 크리스포터 로빈을 구하러 모험에 나선다.",애니메이션 가족 모험 코미디,tiger donkey cartoon piglet rabbit aftercreditsstinger duringcreditsstinger,https://image.tmdb.org/t/p/w500/xlFs85nq62jeR4a9iHNGB113m6x.jpg,2011
82690,주먹왕 랄프,"8비트 게임 ‘다고쳐 펠릭스’에서 건물을 부수는 악당 주먹왕 랄프. 30년째 매일같이 건물을 부수며 직업에 충실해왔지만, 악당이라는 이유로 누구도 그를 좋아하지 않는다. 모두에게 인정 받는 영웅이 되고 싶은 마음에 급기야 자기 게임을 이탈하여 다른 게임으로 들어가는 랄프! 슈팅게임 ‘히어로즈 듀티’를 거쳐 레이싱 게임 ‘슈가 러시’에 불시착하는 랄프는 과연 게임 세계의 새로운 영웅이 될 수 있을 것인가! 그리고 랄프가 떠난 후 고장 딱지가 붙은 ‘다고쳐 펠릭스’ 게임은 오락실에서 퇴출될 위기를 넘길 수 있을까?",가족 애니메이션 코미디 모험,video game support group villain bullying medal product placement jail,https://image.tmdb.org/t/p/w500/2wVcx484rbNsmP07SRCLdpGtOjM.jpg,2012
109445,겨울왕국,"서로가 최고의 친구였던 자매 엘사와 안나. 하지만 언니 엘사에게는 하나뿐인 동생에게조차 말 못할 비밀이 있다. 모든 것을 얼려버리는 신비로운 힘이 바로 그 것. 엘사는 통제할 수 없는 자신의 힘이 두려워 왕국을 떠나 북쪽 산으로 도망치고, 홀로 그곳에서 얼음 궁전을 지어 지내게 된다. 한편 얼어버린 왕국의 저주를 풀기 위해 안나는 언니를 찾아 나서고, 그 과정에서 안나는 까칠한 매력의 얼음장수 크리스토프와 만나 영원히 얼어붙은 왕국을 구해내기 위해 함께 고군분투한다.",애니메이션 가족 모험 판타지,princess magic mistake in person queen cartoon villain melancholy,https://image.tmdb.org/t/p/w500/lYceQKe3EsYn7VdDXGTy7dSwBLp.jpg,2013
177572,빅 히어로,천재 공학도 ‘테디’가 개발한 힐링로봇 ‘베이맥스’! ‘테디’의 동생이자 로봇 전문가인 ‘히로’는 도시가 파괴될 위기에 처하자 ‘베이맥스’를 슈퍼히어로로 업그레이드 하는데... 과연 이들은 도시의 위험을 막아낼 수 있을까?,모험 가족 애니메이션 액션 코미디,"friendship martial arts hero sibling relationship san francisco, california superhero talent",https://image.tmdb.org/t/p/w500/gLabmTVZpNOGa8LEiMvTi9hJPDe.jpg,2014
269149,주토피아,"어릴 적부터 경찰이 꿈이었던 토끼 주디 홉스는 주변의 만류에도 불구하고 경찰학교에 들어가 당당히 수석으로 졸업한다. 온갖 동물들이 모여 살며 교양 있고 세련된 라이프 스타일을 주도하는 대도시 주토피아에 자원한 주디는 의욕을 안고 출근하지만, 상사는 작은 토끼라는 이유로 주차관리 같은 소일거리만 시킨다. 따분하게 업무를 보던 주디는 아이스크림 불법 판매를 일삼는 사기꾼 여우 닉 와일드를 알게 되고, 그와 함께  48시간 안에 주토피아에서 벌어지고 있는 연쇄 실종사건을 추적해야만 하는데...",애니메이션 모험 가족 코미디,sheep allegory lion hippopotamus cartoon villain bullying,https://image.tmdb.org/t/p/w500/uitqZVbhvlQV5iLOdbk3itGoNNd.jpg,2016
277834,모아나,"모투누이 섬 족장의 딸 모아나는 바다를 동경하는 소녀다. 바다의 선택을 받은 모아나는 족장이 돼야 하는 운명과 항해에 대한 꿈 사이에서 갈등하며 살아간다. 그러던 중 모든 것이 완벽했던 모투누이 섬이 저주에 걸린다. 모아나는 아버지의 뜻을 거역하고 섬을 구할 묘책을 찾아 바다로 떠날 결심을 한다. 저주를 푸는 열쇠는 신이 선택한 전설의 영웅, 반신반인 마우이가 쥐고 있다. 모아나는 마우이를 설득해 모투누이 섬의 저주를 풀기 위한 모험을 시작한다. 이 모험은 각자의 정체성을 찾아가는 여정이 된다.",모험 코미디 가족 애니메이션,sailboat sea island saving the world ocean cartoon mythology,https://image.tmdb.org/t/p/w500/lizPdJnczPpusX8e1vbpeFSsese.jpg,2016
404368,주먹왕 랄프 2: 인터넷 속으로,"각종 사고를 치며 게임 속 세상을 뒤집어 놨던 절친 주먹왕 랄프와 바넬로피는 버려질 위기에 처한 오락기 부품을 구하기 위해 와이파이를 타고 인터넷 세상에 접속한다. 얼떨결에 올린 동영상으로 순식간에 핵인싸에 등극한 랄프와 툴도 트랙도 없는 스릴만점 슬로터 레이스 게임에 참여하게 된 바넬로피. 지금껏 경험한 적 없는 엄청난 스케일과 새로운 재미에 흠뻑 빠진  랄프와 바넬로피는 랜섬웨어급 사고로 인터넷 세상을 혼란에 빠뜨리는데…  과연, 이들은 무사히 집에 돌아갈 수 있을까?",액션 모험 애니메이션 코미디 가족 SF,video game cartoon sequel internet lethal virus aftercreditsstinger duringcreditsstinger,https://image.tmdb.org/t/p/w500/fJmy3PIX5ZRa1eXH9GSD6A9fTZw.jpg,2018
330457,겨울왕국 2,"평화를 되찾은 아렌델 왕국에 새로운 위기가 찾아온다. 어느 날부턴가 의문의 목소리가 엘사를 부르고, 평화로운 아렌델 왕국을 위협한다. 트롤은 모든 것은 과거에서 시작되었음을 알려주며 엘사의 힘의 비밀과 진실을 찾아 떠나야한다고 조언한다. 위험에 빠진 아렌델 왕국을 구해야만 하는 엘사와 안나는 숨겨진 과거의 진실을 찾아 크리스토프, 올라프, 그리고 스벤과 함께 위험천만한 놀라운 모험을 떠나게 된다. 자신의 힘을 두려워했던 엘사는 이제 이 모험을 헤쳐나가기에 자신의 힘이 충분하다고 믿어야만 하는데...",가족 애니메이션 모험 코미디 판타지,princess magic kingdom winter queen castle musical,https://image.tmdb.org/t/p/w500/lVcwSnzhSMWYXUQzyMilCztSE6I.jpg,2019
527774,라야와 마지막 드래곤,"인간과 드래곤이 평화롭게 공존하던 신비의 땅, 쿠만드라 왕국. 악의 세력 드룬이 들이닥치자, 드래곤들은 인간을 구하기 위해 스스로를 희생하고 사라진다. 500년 후 부활한 드룬이 세상을 공포에 빠뜨리자, 전사 라야는 분열된 쿠만드라를 구하기 위해 전설 속 마지막 드래곤을 찾아 모험을 떠난다. 라야는 험난한 여정을 겪으며 세상을 구하기 위해서는 전설 속 드래곤보다 더 중요한 것이 있다는 것을 깨닫게 되는데…",애니메이션 액션 모험 판타지 가족,kung fu sword warrior woman female protagonist dragon vietnamese south asian,https://image.tmdb.org/t/p/w500/oAlenJMD8DgsLNDRzWsdK6674e6.jpg,2021
568124,엔칸토: 마법의 세계,"콜롬비아의 깊은 산 속, 놀라운 마법과 활기찬 매력이 넘치는 세계 엔칸토. 이곳을 만든 장본인은 마드리갈 가문의 기둥인 알마 할머니다. 그녀는 젊었을 때 세 쌍둥이를 데리고 이곳으로 오던 중에 위기를 맞았다. 그때 그녀가 들고 있던 촛불에 기적이 일어났고 그이후로 마법의 능력이 손주 세대까지 대물림된다. 3대에 걸친 이대가족은 음식으로 병을 고치는 능력, 꽃을 피우는 능력, 날씨를 조종 하는 능력 등 저마다 독특한 능력을 지니게 됐다. 하지만 가족 중 유일하게 미라벨만 아무런 능력이 없다. 어느 날 엔칸토가 지닌 마법의 힘이 위험에 처하고 가족들은 점차 자신의 능력을 잃어가기 시작한다. 이를 감지한 미라벨은 유일하게 평범한 자신이 특별한 이 가족의 마지막 희망일지 모른다고 생각하는데...",애니메이션 코미디 가족 판타지,strong woman magic sadness immigration supernatural beauty musical,https://image.tmdb.org/t/p/w500/8xoP2YfCmhhVUZ0jfLjVl45oM2U.jpg,2021
877269,스트레인지 월드,"전설적인 탐험가 가문 클레이드 패밀리의 서처 클레이드는 아내 메리디언, 아들 이든과 함께 농장을 운영하며 평화로운 일상을 살고 있다. 어느 날, 대통령 칼리스토가 찾아와 위험에 빠진 아발로니아를 위해 도움을 요청하고 서처는 내키지 않지만 어쩔 수 없이 가족들과 모험에 나서게 된다. 모든 것이 살아 숨 쉬는 미지의 세계에 도착한 서처는 오래전 행방불명 되었던 아버지, 전설의 탐험가 예거 클레이드를 만나게 된다. 여전히 엉뚱하고 탐험 의욕이 넘치는 아버지 예거와 평화로운 삶을 살고 싶은 서처, 그리고 서처와는 다른 삶을 꿈꾸는 아들 이든까지 서로 너무 다른 개성 강한 클레이드 패밀리는 누구도 본 적 없고, 가본 적 없는 신비롭고 경이로운 세계에서 무사히 집으로 돌아갈 수 있을까?",애니메이션 가족 모험 판타지 SF,monster coming of age harmony farmer explorer lgbt teen alternative world,https://image.tmdb.org/t/p/w500/7KT8E7CpEwxQUay5nROpY6mCK8F.jpg,2022
1022796,위시,"마음 속 깊이 ‘소원’을 품고 있는 모두를 위한 디즈니의 마법! 용감한 ‘아샤’와 신비로운 ‘별’의 특별한 여정 & 소원과 얽힌 비밀스러운 힘을 지닌 ‘매그니피코 왕’의 숨겨진 스토리까지! 2024년 1월, 믿고 듣는 디즈니표 명품 OST와 함께 아름다운 로사스 왕국에서 펼쳐지는 가슴 벅찬 이야기!",애니메이션 가족 판타지 모험,friendship villain black magic wish musical computer animation female protagonist,https://image.tmdb.org/t/p/w500/uT8Rdx6fpUlM2BFOVwe8BRS2x6A.jpg,2023
1241982,모아나 2,바다를 누볐던 선조들에게서 예기치 못한 부름을 받은 모아나가 마우이와 다시 만나 새로운 선원들과 함께 오랫동안 잊혀진 멀고 위험한 바다 너머로 떠나는 특별한 모험을 담은 이야기,모험 애니메이션 코미디 가족 판타지,sea ocean villain musical sequel coming of age explorer,https://image.tmdb.org/t/p/w500/hwmwTFtMbzxAWbIOp1RyyiOCyx0.jpg,2024
1084242,주토피아 2,"미스터리한 뱀 게리가 나타난 순간, 주토피아가 다시 흔들리기 시작했다! 혼란에 빠진 도시를 구하기 위해 환상의 콤비 주디와 닉이 잠입 수사에 나서고 상상 그 이상의 진실과 위협을 마주하게 되는데...!",모험 애니메이션 코미디 가족 미스터리,snake bunny fox cop sequel anthropomorphism animals,https://image.tmdb.org/t/p/w500/ib6v6qUXzez1x2qIOLN7C0yJNPQ.jpg,2025
862,토이 스토리,"카우보이 인형 우디는 꼬마 주인인 앤디의 가장 사랑받는 장난감이다. 그러나 어느날 버즈라는 새로운 장난감이 등장한다.  버즈는 최신형 장난감으로 레이저 빔 등의 첨단장비를 갖추고 있으나, 버즈는 자신이 장난감임을 인식하지 못하고 자신이 우주에서 온 전사이며 자신이 갖춘 장비로 하늘을 날 수 있다고 믿고 있다. 버즈의 허상을 상처받지 않고 인식시켜 주려는 우디와 친구들. 그러나 뜻밖의 사고가 일어난다. 옆집 개에게 버즈가 납치당하고 이런 버즈를 구하기 위해 우디와 친구들은 구조대를 조직해 버즈를 구하러 가는데...",가족 코미디 애니메이션 모험,rescue friendship mission jealousy villain bullying elementary school,https://image.tmdb.org/t/p/w500/iJbm78MxPjLutWUYixbeege8EVe.jpg,1995
9487,벅스 라이프,개미 왕국의 개미들은 메뚜기 떼를 위해 열심히 일한다. 메뚜기 떼의 두목인 하퍼에게 해마다 할당된 식량을 바쳐야 하기 때문이다. 착하고 영리한 개미 플릭은 하퍼 일당을 무찌르기 위해 덩치가 큰 곤충을 데려나가 맞서 싸우자고 제안한다. 여왕 개미는 플릭의 용기를 치하한다. 도시에 나간 플릭은 삼류 서커스단의 곤충들을 용병으로 착각하고 데려온다. 사실이 밝혀지자 난감해진 플릭은 기지를 발휘해 서커스단의 곤충들이 마술쇼를 하며 하퍼의 관심을 딴 데로 돌려 놓는 사이 가짜 새를 만들어 하퍼 일당을 위협하는데...,모험 애니메이션 코미디 가족,fight circus winter ant-hill ant villain invention,https://image.tmdb.org/t/p/w500/5NmKSyeIL3qb9XvBLz0b6Vv8Ba3.jpg,1998
863,토이 스토리 2,앤디가 카우보이 캠프에 간 동안 앤디의 어머니는 벼룩 시장을 열고 앤디의 장난감 중 위지가 팔려가게 될 운명이 되자 우디가 위지를 구하러 간다. 그러나 우디는 토이 수집가 알에게 유괴당한다. 우디는 원래 제시와 스팅키와 한 세트로 셋이 모이면 일본의 토이 박물관에 갈 수 있다. 알은 우디를 새 것처럼 고쳐주고 제시와 스팅키는 우디와 함께 박물관으로 갈 것을 우디에게 요청한다. 앤디와 친구들을 생각하며 처음엔 거절했으나 우디는 그들과 함께 박물관으로 가기로 한다. 그러나 이 사실을 모르는 버즈와 토이 친구들은 구조대를 결성해 우디를 구하러 가는데...,애니메이션 코미디 가족,friendship airplane museum prosecution identity crisis villain flea market,https://image.tmdb.org/t/p/w500/gXUNsdIIn6NiEBvh8Mq6gjgVPm0.jpg,1999
585,몬스터 주식회사,호탕한 설리와 재치만점 마이크는 몬스터 주식회사 겁주기 팀의 최우수 콤비다. 매일 밤 투철한 직업정신으로 인간 세계로 통하는 벽장 문을 열던 설리와 마이크 콤비는 어느 날 일생일대의 실수를 저지른다. 덜 닫힌 벽장 문 사이로 인간아이 부가 몬스터 세계에 침입한 것. 설리와 마이크는 부를 인간세계로 돌려보내고 사건을 조용히 수습하려 하지만 부는 설리를 무서워하기는커녕 애완 야옹이쯤으로  생각하고 쫄래쫄래 따라다닌다. 부의 침입이 발각되자 몬스터 주식회사는 발칵 뒤집히고 마는데...,애니메이션 코미디 가족 판타지,monster panic cheating kidnapping door infant villain,https://image.tmdb.org/t/p/w500/fnDLrtEoIrxTCWUvuurMzOzQGpQ.jpg,2001
